event,window,symbol,instrument_index,window_start_utc,window_end_utc,raw_trades_inside_window,aggregated_observations,median_gap_hours,max_gap_hours,mean_log_price
jan2022,J20_trade_7h,XBTUSDT,1,2022-01-24T13:00:00.000Z,2022-01-24T20:00:00.000Z,5378,3767,5.597222222222223e-05,0.1085311111111111,10.441139281842005
jan2022,J20_trade_7h,ETHUSDT,2,2022-01-24T13:00:00.000Z,2022-01-24T20:00:00.000Z,2976,2459,3.8194444444444444e-05,0.07105194444444445,7.728270571542465
jan2022,J20_trade_7h,LTCUSDT,3,2022-01-24T13:00:00.000Z,2022-01-24T20:00:00.000Z,350,336,0.000175,0.3000508333333333,4.630069959636767
jan2022,J20_trade_7h,BCHUSDT,4,2022-01-24T13:00:00.000Z,2022-01-24T20:00:00.000Z,223,211,0.00010597222222222223,0.8572394444444444,5.5910254147202325
jan2022,J20_trade_7h,DOGEUSDT,5,2022-01-24T13:00:00.000Z,2022-01-24T20:00:00.000Z,1169,748,0.0012091666666666665,0.17239805555555557,-2.037186631777253
