rank,task_id,window,start,status,posterior,delta_posterior,likelihood,prior,gnorm,cond_R,iterations,optimizer_return,slowest_half_life_hours,eigenvalues_selection,effective_block_rates
1,709,J20_trade_7h,lambda0p1_random09,ok,34539.6750343,0,34533.5922727,6.08276156948,0.135921,6.8054999518,499,LBFGSERR_ROUNDING_ERROR,3.3580032805,0.206416469152+0i;0.350574194319+0i;0.297853951551+0i;0.523111025512+0i;0.738577269661+0i,0.278495331735;0.630844147586
