event,window,start,status,runtime_seconds,posterior,likelihood,prior,shrinkage_lambda,optimizer_return,optimizer_iterations,optimizer_final_fx,optimizer_final_gnorm,condition_number_R,min_eigen_real_part_selection,slowest_half_life_hours,eigenvalues_selection,half_lives_hours,effective_rhos,block1_discriminant,block2_discriminant,selection_matrix_csv,manuscript_drift_matrix_csv,reconstructed_selection_matrix_csv,reconstruction_max_abs_error,exp_selection_A_5m_csv,exp_selection_A_15m_csv,exp_selection_A_30m_csv,exp_selection_A_60m_csv,exp_manuscript_A_5m_csv,exp_manuscript_A_15m_csv,exp_manuscript_A_30m_csv,exp_manuscript_A_60m_csv,xml,stdout,log
jan2022,J2_4h,lambda0p1_random04,ok,150.996,22534.0308413,22528.5862565,5.44458480348,0.1,LBFGSERR_ROUNDING_ERROR,636,-22534.030841,0.033789,4.98420200426,0.707851613405,0.979226673265,0.791182395933+0i;0.707851613405+0i;1.4907559521+0i;1.25162979767+0i;1.08704532447+0i,0.876090246854;0.979226673265;0.464963550595;0.553795684516;0.637643311604,0.972095611029;1.41462442209,0.0359469676283,0.0142953294334,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_selection_matrix.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_manuscript_drift_matrix.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_reconstructed_selection_matrix.csv,5.29090660173e-16,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_selection_A_5m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_selection_A_15m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_selection_A_30m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_selection_A_60m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_manuscript_A_5m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_manuscript_A_15m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_manuscript_A_30m.csv,results/compact/jan2022_J2_4h/matrices/jan2022_J2_4h_lambda0p1_random04_exp_manuscript_A_60m.csv,runs/jan2022_J2_4h/lambda0p1_random04/input.xml,,
