row,col,value
1,1,2.20700476363
1,2,-8.08130857169e-05
1,3,0.000431323185033
1,4,-0.000163383666117
1,5,0.000490433469985
2,1,2.90283017111e-05
2,2,2.37285334862
2,3,-0.0437574538118
2,4,0.000987198050967
2,5,-0.00171551146206
3,1,-0.000233381437623
3,2,0.0428902281391
3,3,2.82632592524
3,4,-0.000126949421632
3,5,-0.00433252244077
4,1,-0.00019766524343
4,2,0.00143847401543
4,3,0.00116810524903
4,4,2.49076726137
4,5,-0.0383682012049
5,1,3.25478512495e-05
5,2,-0.000138139812361
5,3,0.000832335847486
5,4,0.010401165604
5,5,4.82112488146
