row,col,value
1,1,-0.791884395138
1,2,9.98661155208e-05
1,3,-0.000290970235425
1,4,-7.63533347451e-05
1,5,-0.000439844390993
2,1,0.000121417366394
2,2,-0.865749721995
2,3,0.0171464803043
2,4,-0.000919145121217
2,5,8.39948916582e-05
3,1,-0.000115072951986
3,2,-0.0175250434195
3,3,-1.04180370805
3,4,0.000159885974168
3,5,-0.000813824580445
4,1,2.36120360927e-05
4,2,-0.00106399294051
4,3,-8.08050175243e-05
4,4,-0.910047668313
4,5,0.0120380944764
5,1,-0.00018326477655
5,2,0.000196613821407
5,3,0.00019079276316
5,4,-0.00303075183592
5,5,-1.5837915528
