row,col,value
1,1,0.673045608023
1,2,3.34006930913e-05
1,3,-9.19150641701e-05
1,4,-2.48647940497e-05
1,5,-0.000122275984533
2,1,3.99537346281e-05
2,2,0.64861807345
2,3,0.00532316746527
2,4,-0.000294621014758
2,5,2.11133094872e-05
3,1,-3.6561202042e-05
3,2,-0.00544071460052
3,3,0.593961629707
3,4,5.05146345785e-05
3,5,-0.000211678504225
4,1,7.54595956128e-06
4,2,-0.000340996964681
4,3,-2.60727289585e-05
4,4,0.63443032942
4,5,0.00324200167744
5,1,-5.09317574965e-05
5,2,5.35691250253e-05
5,3,4.98920738874e-05
5,4,-0.000816227802259
5,5,0.452982899889
