row,col,value
1,1,2.20612600501
1,2,-0.000173520808787
1,3,-7.08123942508e-05
1,4,6.38134348971e-05
1,5,-0.000884031531917
2,1,0.000131228082675
2,2,3.21351942218
2,3,-0.0179741527213
2,4,0.000763330306476
2,5,0.000479143859013
3,1,-7.15220199565e-05
3,2,0.0207010005277
3,3,2.17300512087
3,4,0.000492792866893
3,5,-0.00245572074351
4,1,0.000131091062045
4,2,0.00100644318441
4,3,0.000423910910955
4,4,2.54040317909
4,5,-0.0395444438965
5,1,2.49190998742e-05
5,2,0.000121382822872
5,3,-0.000186653811534
5,4,0.010878395526
5,5,4.99884875806
