row,col,value
1,1,0.820230690067
1,2,-3.50241223798e-05
1,3,-0.000137161582548
1,4,-1.85978967806e-05
1,5,-7.22102649397e-05
2,1,-7.35550000555e-05
2,2,0.746620574153
2,3,0.00121464028517
2,4,2.97404003609e-05
2,5,-7.17928181982e-05
3,1,-0.000116791951176
3,2,-0.00171463626907
3,3,0.823260991709
3,4,-5.26625471397e-05
3,5,0.000140354183012
4,1,-0.00010689772075
4,2,-0.000139912438048
4,3,-0.000104638691156
4,4,0.791887437772
4,5,0.0018713086977
5,1,-4.45114952119e-06
5,2,-6.76839963784e-05
5,3,7.63633251521e-05
5,4,-0.000869121916694
5,5,0.66897301513
