row,col,value
1,1,0.451662429464
1,2,4.92425975627e-06
1,3,0.000194403360366
1,4,-2.25652826611e-05
1,5,-6.15986281346e-05
2,1,0.00014912270172
2,2,0.310543453196
2,3,0.00244885064256
2,4,0.000110700376119
2,5,0.000176698809826
3,1,0.000220388148995
3,2,-0.0032242727528
3,3,0.458400131145
3,4,8.76023222212e-07
3,5,-2.53777366579e-05
4,1,-0.000109151626446
4,2,3.68885290258e-05
4,3,9.71646117177e-06
4,4,0.393997025369
4,5,0.00300475187609
5,1,-2.0810508157e-05
5,2,-7.16139027004e-05
5,3,2.30458306085e-05
5,4,-0.00110320605249
5,5,0.200379524792
