row,col,value
1,1,0.452990401214
1,2,4.46464952282e-05
1,3,-0.000116284706387
1,4,-3.24247984533e-05
1,5,-0.000137746694479
2,1,5.26074800597e-05
2,2,0.420676546301
2,3,0.00661446491146
2,4,-0.00037776235129
2,5,2.11715949484e-05
3,1,-4.65295221351e-05
3,2,-0.00676055131921
3,3,0.352761447211
3,4,6.38284067582e-05
3,5,-0.000221562284436
4,1,9.68836885613e-06
4,2,-0.000437199833406
4,3,-3.36816579533e-05
4,4,0.402499295636
4,5,0.00352539291027
5,1,-5.73564539487e-05
5,2,5.9016981781e-05
5,3,5.25453539321e-05
5,4,-0.000887588906209
5,5,0.205190858178
