row,col,value
1,1,1.4863736973
1,2,0.000148154522683
1,3,0.000494014629021
1,4,7.16813081621e-05
1,5,0.000356697785619
2,1,0.000306218262695
2,2,1.79389006772
2,3,-0.00504704226825
2,4,-0.000130734329107
2,5,0.000409686934471
3,1,0.00042192695842
3,2,0.00712460325578
3,3,1.47543617727
3,4,0.000198633374839
3,5,-0.000690111821825
4,1,0.000408562564615
4,2,0.000615905982784
4,3,0.000397719068165
4,4,1.5946627642
4,5,-0.00974104553745
5,1,2.28377828254e-05
5,2,0.00038403710999
5,3,-0.000375663202515
5,4,0.00452415259522
5,5,2.23449323643
