row,col,value
1,1,0.936139883173
1,2,7.78320494735e-06
1,3,-2.24590514828e-05
1,4,-5.92344108279e-06
1,5,-3.32074314509e-05
2,1,9.43639953854e-06
2,2,0.930394262061
2,3,0.00131971213601
2,4,-7.11246470583e-05
2,5,6.24221367468e-06
3,1,-8.89056507198e-06
3,2,-0.00134884988979
3,3,0.916843923466
3,4,1.23427037729e-05
3,5,-6.0794342398e-05
4,1,1.82559420073e-06
4,2,-8.23303495064e-05
4,3,-6.25918746145e-06
4,4,0.926966894388
4,5,0.000904286292399
5,1,-1.38354780714e-05
5,2,1.47965295028e-05
5,3,1.42645482814e-05
5,4,-0.000227666667606
5,5,0.876356104476
