row,col,value
1,1,1.06824803286
1,2,8.09713878907e-07
1,3,1.29096211491e-05
1,4,2.35552563346e-05
1,5,1.35377529943e-05
2,1,2.03903007668e-05
2,2,1.10226779672
2,3,-0.000574378526216
2,4,1.31190616023e-05
2,5,-9.5267590438e-05
3,1,9.94327595861e-06
3,2,0.000779260276758
3,3,1.06677323657
3,4,-2.30879136614e-05
3,5,8.89314416449e-06
4,1,-3.82400344469e-05
4,2,2.88186434664e-05
4,3,-1.07443771792e-05
4,4,1.08082807552
4,5,-0.00103838389109
5,1,2.36245209577e-06
5,2,9.69635143575e-06
5,3,-4.8358709236e-06
5,4,0.000343173404941
5,5,1.14337586235
