row,col,value
1,1,0.673281898162
1,2,3.22146535334e-05
1,3,-1.28583072599e-05
1,4,1.9089471774e-05
1,5,-0.000120888379321
2,1,-2.32738608947e-05
2,2,0.535015523702
2,3,-7.09409795181e-05
2,4,3.32310183096e-07
2,5,0.00533597860967
3,1,-1.32237330415e-06
3,2,3.28070216737e-05
3,3,0.580636293895
3,4,0.00195919593056
3,5,-6.64427308309e-05
4,1,8.0290436366e-05
4,2,2.90895062203e-06
4,3,-0.00388778607168
4,4,0.701989409373
4,5,-0.000319911810606
5,1,-6.54115285549e-05
5,2,-0.00215469792823
5,3,1.14700778853e-05
5,4,-0.000272373977687
5,5,0.474365153766
