row,col,value
1,1,0.791182361424
1,2,-0.000106272110755
1,3,4.09069289055e-05
1,4,-5.5500621104e-05
1,5,0.000426175873502
2,1,7.62579041398e-05
2,2,1.25087553726
2,3,0.000254680403131
2,4,-6.02462857054e-06
2,5,-0.0211707152063
3,1,4.6089791232e-06
3,2,-0.000117164855945
3,3,1.08724155925
3,4,-0.00612819208695
3,5,0.000251531393159
4,1,-0.000233490303715
4,2,-7.64397828733e-06
4,3,0.0121607452268
4,4,0.707656647684
4,5,0.00110246743942
5,1,0.000230409806133
5,2,0.00854885510629
5,3,-3.99393371079e-05
5,4,0.000938029679898
5,5,1.49150897796
