row,col,value
1,1,0.453283264485
1,2,2.43801324996e-05
1,3,1.49821128736e-05
1,4,-1.17393300579e-05
1,5,8.0073953641e-05
2,1,-1.84200511203e-05
2,2,0.311168747356
2,3,0.00257386766009
2,4,-9.38720790582e-05
2,5,-2.93072073929e-05
3,1,1.50976027707e-05
3,2,-0.0029643097498
3,3,0.460167714517
3,4,-8.93402255394e-05
3,5,0.000225640787441
4,1,-2.34201191554e-05
4,2,-0.000122898938937
4,3,-7.7538426534e-05
4,4,0.393625023126
4,5,0.00311382303527
5,1,-2.20762504544e-06
5,2,-7.39920463902e-06
5,3,1.72885316303e-05
5,4,-0.000856599966601
5,5,0.200039292781
