row,col,value
1,1,0.93611218426
1,2,-6.79017625019e-07
1,3,-1.13290398597e-05
1,4,-2.03980685085e-05
1,5,-1.11022113609e-05
2,1,-1.73217730976e-05
2,2,0.907220207219
2,3,0.00048847145612
2,4,-1.10249986362e-05
2,5,7.55771817945e-05
3,1,-8.71201241609e-06
3,2,-0.000662709870477
3,3,0.937405987855
3,4,2.00347891919e-05
3,5,-7.32803612149e-06
4,1,3.31184486376e-05
4,2,-2.42036517937e-05
4,3,9.30901329745e-06
4,4,0.92521626154
4,5,0.000840254597319
5,1,-1.94403241115e-06
5,2,-7.68918023719e-06
5,3,3.95781499059e-06
5,4,-0.000277694652527
5,5,0.874602782719
