row,col,value
1,1,1.48644433944
1,2,-0.00016246202302
1,3,9.47280725848e-05
1,4,-0.000199762541339
1,5,0.000911277181728
2,1,-6.1928161648e-05
2,2,1.7969565996
2,3,-0.00558707590424
2,4,0.00060592088552
2,5,-0.00104671490173
3,1,7.70306272414e-05
3,2,0.00694437912389
3,3,1.47577863984
3,4,-0.000112282958737
3,5,0.000584500595066
4,1,-0.000121043893541
4,2,-0.00216758117526
4,3,-0.00260240405021
4,4,1.59856038526
4,5,-0.00969308961748
5,1,0.000295045203697
5,2,-0.00176171526439
5,3,0.000276930828217
5,4,0.00468785334711
5,5,2.23529972921
