row,col,value
1,1,0.935910874103
1,2,1.13939683431e-06
1,3,3.33393276732e-05
1,4,-4.16636429858e-06
1,5,-1.50015292585e-05
2,1,3.02828011876e-05
2,2,0.907147518185
2,3,0.00049554766876
2,4,2.41837378565e-05
2,5,5.20547901434e-05
3,1,3.79031092088e-05
3,2,-0.000652473042264
3,3,0.937068164055
3,4,2.37837399557e-07
3,5,-5.93408747501e-06
4,1,-2.00325090419e-05
4,2,8.12619186526e-06
4,3,1.73319594838e-06
4,4,0.925319275427
4,5,0.000786717470655
5,1,-5.11060292004e-06
5,2,-2.10976152426e-05
5,3,5.64459245684e-06
5,4,-0.000288844989492
5,5,0.874625191277
