row,col,value
1,1,0.819791633867
1,2,2.84330801563e-06
1,3,8.7718350693e-05
1,4,-1.08129327598e-05
1,5,-3.69051529689e-05
2,1,7.72063315927e-05
2,2,0.746505877355
2,3,0.00126418155397
2,4,6.08668146146e-05
2,5,0.000124000313244
3,1,9.96696544887e-05
3,2,-0.00166450530847
3,3,0.822835608024
3,4,5.79268354807e-07
3,5,-1.47069797142e-05
4,1,-5.20578200846e-05
4,2,2.04179521116e-05
4,3,4.53016421314e-06
4,4,0.792272329507
4,5,0.00191211269922
5,1,-1.2554690052e-05
5,2,-5.0256120617e-05
5,3,1.38703845737e-05
5,4,-0.000702036844232
5,5,0.669060744356
