row,col,value
1,1,1.06825162817
1,2,1.0570278632e-05
1,3,2.87067708936e-05
1,4,-1.19394457316e-05
1,5,9.12418159552e-05
2,1,2.39667005485e-05
2,2,1.10213619828
2,3,-0.000438468955792
2,4,1.52963007717e-05
2,5,-2.92736002003e-05
3,1,3.25949997763e-05
3,2,0.000992783680671
3,3,1.06701702857
3,4,-5.58328873443e-05
3,5,-4.62138058338e-05
4,1,-2.84280146147e-05
4,2,-4.28333628624e-05
4,3,8.64066995293e-05
4,4,1.0804514005
4,5,-0.000778233504015
5,1,1.54552968927e-05
5,2,4.4469821267e-06
5,3,-6.08230650512e-05
5,4,0.000455322373835
5,5,1.14334077425
