row,col,value
1,1,0.792773727868
1,2,-0.000198455098863
1,3,0.000127239295648
1,4,-0.000260474232981
1,5,0.000992251414623
2,1,-7.53768633447e-05
2,2,1.17220252751
2,3,-0.00684995591895
2,4,0.000715764504597
2,5,-0.0010397544457
3,1,0.000104123795484
3,2,0.00851514268518
3,3,0.778386884425
3,4,-0.000148665340038
3,5,0.000640842726594
4,1,-0.000156045018255
4,2,-0.00255439114868
4,3,-0.00339148131949
4,4,0.938221406516
4,5,-0.0102077682987
5,1,0.000321634131274
5,2,-0.00175219260612
5,3,0.000303772697337
5,4,0.00493704716934
5,5,1.60876141641
