row,col,value
1,1,0.792279821162
1,2,0.000116743403042
1,3,0.000322715638375
1,4,-0.000133558997051
1,5,0.00099049041245
2,1,0.000265121733261
2,2,1.16700573962
2,3,-0.00485176173545
2,4,0.000168146873673
2,5,-0.000312968224676
3,1,0.000366234076784
3,2,0.0109853278702
3,3,0.778405428918
3,4,-0.00062396423864
3,5,-0.000502076290461
4,1,-0.000317480382001
4,2,-0.000471436436999
4,3,0.000965361367689
4,4,0.928548786911
4,5,-0.00840120077332
5,1,0.000167857934178
5,2,4.79272579068e-05
5,3,-0.000660866489554
5,4,0.00491530382109
5,5,1.60745543594
