row,col,value
1,1,0.884276368369
1,2,-8.88405575466e-05
1,3,-0.000166932795621
1,4,-6.13861971634e-05
1,5,-9.38184454459e-05
2,1,-9.08135442439e-05
2,2,0.885468840404
2,3,0.00353876996296
2,4,-0.000646383368622
2,5,0.000267469039292
3,1,-5.96396623819e-05
3,2,-0.00260270087965
3,3,0.832225201185
3,4,0.0179890060879
3,5,-0.0169326775859
4,1,0.000344217661581
4,2,6.69556745541e-05
4,3,-0.00794026131357
4,4,0.697390186934
4,5,0.152266548874
5,1,-0.00016480314182
5,2,-6.17513501668e-05
5,3,0.000844159902682
5,4,0.0058655619144
5,5,0.756996418393
