row,col,value
1,1,-0.246208149291
1,2,-5.78995247785e-06
1,3,-8.11561263429e-05
1,4,-0.000288114873911
1,5,0.000589194644673
2,1,1.47894933611e-05
2,2,-0.245737571619
2,3,0.00784757064775
2,4,0.000228117915062
2,5,-7.9806937941e-06
3,1,-0.000204524908773
3,2,-0.00708385415144
3,3,-0.365676902605
3,4,-0.0441252313247
3,5,0.0494799300593
4,1,0.000107888931495
4,2,-0.000431971333599
4,3,0.0156624721619
4,4,-0.725391846917
4,5,0.417864164686
5,1,-0.000291834497609
5,2,0.00021798106594
5,3,-0.00218878804697
5,4,0.0150959422426
5,5,-0.562032887424
