row,col,value
1,1,-0.246048010639
1,2,1.91280535649e-06
1,3,0.000121081419028
1,4,0.000367006972024
1,5,-0.000206574258196
2,1,-1.17833798208e-06
2,2,-0.246219858084
2,3,0.00827387345383
2,4,0.000363614701586
2,5,6.93725058525e-05
3,1,-9.62290935017e-05
3,2,-0.00637289650306
3,3,-0.367465295741
3,4,-0.0459737945099
3,5,0.0512768542083
4,1,-0.000943333177771
4,2,-0.000479065129899
4,3,0.018363733042
4,4,-0.724016599504
4,5,0.413554118786
5,1,0.000296897655049
5,2,0.000209854261544
5,3,-0.0027588461061
5,4,0.0151140287818
5,5,-0.564757263915
