row,col,value
1,1,-0.246450115451
1,2,-0.000252066928641
1,3,-9.35652778809e-05
1,4,0.000572383012358
1,5,-0.00120450668132
2,1,-0.00016769192515
2,2,-0.252776049059
2,3,0.0107998982953
2,4,-0.00153279533069
2,5,0.000515614293531
3,1,-0.000369507337829
3,2,-0.00718836691672
3,3,-0.37549534615
3,4,0.0475810560138
3,5,-0.0502976428548
4,1,-0.00159137319502
4,2,0.000658791083172
4,3,-0.0224889873208
4,4,-0.70987985514
4,5,0.418685992871
5,1,0.000163962219141
5,2,-0.000199584049667
5,3,0.00305369591854
5,4,0.0187926928159
5,5,-0.549921284254
