row,col,value
1,1,0.901982011709
1,2,-0.00152512983706
1,3,2.78589736048e-05
1,4,8.0217841246e-05
1,5,0.000165964280556
2,1,0.00175955748977
2,2,0.839174981918
2,3,-0.00018729757432
2,4,1.23249122974e-06
2,5,3.48055040143e-05
3,1,-6.04726549683e-05
3,2,-0.00020217550325
3,3,0.861630956779
3,4,0.000299652585346
3,5,-0.000333261820774
4,1,-6.91446457566e-05
4,2,5.90103838091e-06
4,3,-0.000366292367401
4,4,0.704485284735
4,5,0.146861463956
5,1,-2.18518374988e-05
5,2,5.71275627027e-05
5,3,-7.17758133973e-06
5,4,0.00590198667164
5,5,0.756592993479
