row,col,value
1,1,-0.24769828229
1,2,3.99199340092e-05
1,3,0.000222192618987
1,4,3.15519904653e-05
1,5,-9.23884509118e-05
2,1,2.1971087805e-05
2,2,-0.250561194559
2,3,0.00882690951476
2,4,0.00117812911635
2,5,0.000716489760385
3,1,-0.000532136782989
3,2,-0.0066111547056
3,3,-0.373039068531
3,4,-0.0495274160995
3,5,0.053648302828
4,1,-0.000425512624884
4,2,0.000951793928399
4,3,0.0255342149188
4,4,-0.737574806144
4,5,0.428208241757
5,1,5.38040610752e-07
5,2,-0.000151381766838
5,3,-0.00392598844248
5,4,0.0162969552457
5,5,-0.557991344107
