row,col,value
1,1,1.10866561209
1,2,0.00201491360554
1,3,-3.54630188669e-05
1,4,-0.00012439317325
1,5,-0.00021915650441
2,1,-0.00232460175199
2,2,1.19164242464
2,3,0.000259108109226
2,4,-1.47865756227e-06
2,5,-5.3907987563e-05
3,1,7.72416262341e-05
3,2,0.00027971375672
3,3,1.16058953551
3,4,-0.00049875929645
3,5,0.000607996837466
4,1,0.000102328738029
4,2,9.1207731296e-06
4,3,0.000602123250117
4,4,1.42178789562
4,5,-0.275981498932
5,1,3.13983758681e-05
5,2,-8.99868507485e-05
5,3,6.29258437555e-06
5,4,-0.0110910086345
5,5,1.32386745637
