row,col,value
1,1,0.982953749826
1,2,-0.000285403849287
1,3,5.13422689799e-06
1,4,1.60096356743e-05
1,5,3.11352196354e-05
2,1,0.000329271851922
2,2,0.971200423023
2,3,-3.57354086858e-05
2,4,2.23872369762e-07
2,5,6.95508357919e-06
3,1,-1.11606798702e-05
3,2,-3.8575716226e-05
3,3,0.975484154228
3,4,6.16333831126e-05
3,5,-7.12730917491e-05
4,1,-1.35459555661e-05
4,2,2.53243633349e-07
4,3,-7.4953307331e-05
4,4,0.943180642405
4,5,0.0318205352206
5,1,-4.23238682406e-06
5,2,1.14975161499e-05
5,3,-1.18691067257e-06
5,4,0.00127878685754
5,5,0.954470833047
