row,col,value
1,1,-0.245673749643
1,2,3.989226375e-06
1,3,0.000243829837182
1,4,0.000213872141015
1,5,-8.94036676558e-05
2,1,-3.51434313725e-05
2,2,-0.24432009112
2,3,0.00837803799402
2,4,-0.000809728303135
2,5,-0.000444806628507
3,1,0.000364155630338
3,2,-0.00642459719531
3,3,-0.361830227002
3,4,0.0425255526284
3,5,-0.0440515791645
4,1,-0.000399690200334
4,2,-0.000949218255548
4,3,-0.0214429175122
4,4,-0.732914439707
4,5,0.421712034415
5,1,-3.69975364328e-05
5,2,-9.40026955312e-05
5,3,0.00223383092905
5,4,0.0160908830628
5,5,-0.561550954676
