row,col,value
1,1,0.813568855036
1,2,-0.00265548615988
1,3,4.93875258521e-05
1,4,0.000129853325829
1,5,0.00028698274984
2,1,0.0030636763096
2,2,0.704212006586
2,3,-0.000318508508514
2,4,2.19299306214e-06
2,5,5.60769569635e-05
3,1,-0.000107019534951
3,2,-0.00034378633811
3,3,0.742407834494
3,4,0.000467318773733
3,5,-0.000495301915842
4,1,-0.000114255271089
4,2,1.76785458774e-05
4,3,-0.000574713567381
4,4,0.497166175511
4,5,0.214576205694
5,1,-3.65500489925e-05
5,2,9.12319409438e-05
5,3,-1.37880953229e-05
5,4,0.00862326069096
5,5,0.573299732938
